-1.62, 2.47
-1.59, 2.15
-1.52, 1.84
-1.41, 1.54
-1.29, 1.24
-1.15, 0.96
-0.99, 0.68
0.28, 0.97
0.41, 0.71
0.63, 0.48
0.73, 0.18
0.72, -0.14
0.73, -0.45
0.87, -0.74
1.01, -1.03
1.14, -1.32
1.26, -1.61
1.39, -1.91
1.5, -2.21
1.59, -2.52
1.6, -2.84
1.44, -3.11
1.18, -3.28
0.86, -3.34
0.55, -3.29
0.27, -3.13
0.08, -2.88
-0.02, -2.58
-0.08, -2.26
-0.14, -1.95
-0.2, -1.63
-0.26, -1.32
-0.32, -1.0
-0.39, -0.69
0.23, 1.29
0.18, 1.61
0.12, 1.92
0.05, 2.23
-0.03, 2.55
-0.14, 2.85
-0.33, 3.1
-0.59, 3.28
-0.9, 3.36
-1.21, 3.29
-1.44, 3.08
-1.58, 2.79
