-4.22, 0.39
-4.19, 0.48
-4.13, 0.58
-4.07, 0.68
-4.01, 0.79
-3.94, 0.89
-3.88, 0.99
-3.82, 1.09
-3.76, 1.2
-3.7, 1.3
-3.63, 1.4
-3.57, 1.51
-3.51, 1.61
-3.45, 1.71
-3.39, 1.81
-3.32, 1.92
-3.27, 2.0
-3.15, 1.99
-3.03, 1.99
-2.91, 1.98
-2.79, 1.98
-2.67, 1.98
-2.55, 1.98
-2.43, 1.98
-2.31, 1.98
-2.19, 1.98
-2.07, 1.98
-1.95, 1.98
-1.83, 1.98
-1.71, 1.98
-1.59, 1.98
-1.47, 1.98
-1.35, 1.98
-1.23, 1.98
-1.11, 1.98
-0.99, 1.99
-0.87, 1.99
-0.75, 1.99
-0.63, 1.99
-0.51, 1.99
-0.39, 1.99
-0.27, 1.99
-0.15, 1.99
-0.03, 2.0
0.09, 2.0
0.21, 2.0
0.33, 2.0
0.45, 2.0
0.57, 2.0
0.69, 2.0
0.81, 2.01
0.93, 2.01
1.05, 2.01
1.17, 2.01
1.29, 2.01
1.41, 2.01
1.53, 2.02
1.65, 2.02
1.77, 2.02
1.89, 2.02
2.01, 2.02
2.13, 2.03
2.25, 2.03
2.37, 2.03
2.49, 2.03
2.61, 2.03
2.73, 2.04
2.85, 2.04
2.93, 1.96
3.01, 1.87
3.09, 1.78
3.17, 1.68
3.25, 1.59
3.33, 1.5
3.4, 1.41
3.48, 1.32
3.56, 1.23
3.64, 1.14
3.72, 1.05
3.8, 0.96
3.88, 0.87
3.96, 0.78
4.03, 0.69
4.11, 0.6
4.16, 0.47
4.03, 0.39
3.92, 0.33
3.82, 0.28
3.71, 0.23
3.6, 0.17
3.49, 0.12
3.39, 0.07
3.28, 0.01
3.17, -0.04
3.06, -0.09
2.96, -0.14
2.89, -0.23
2.88, -0.35
2.85, -0.47
2.83, -0.59
2.81, -0.71
2.79, -0.82
2.77, -0.94
2.76, -1.06
2.73, -1.18
2.71, -1.3
2.69, -1.42
2.67, -1.53
2.65, -1.65
2.64, -1.77
2.61, -1.89
2.59, -2.0
2.47, -2.0
2.35, -2.0
2.23, -1.99
2.11, -1.99
1.99, -1.99
1.87, -1.99
1.75, -1.99
1.63, -1.98
1.51, -1.98
1.39, -1.98
1.27, -1.98
1.15, -1.98
1.03, -1.97
0.91, -1.97
0.79, -1.97
0.67, -1.97
0.55, -1.97
0.43, -1.96
0.31, -1.96
0.19, -1.96
0.07, -1.96
-0.05, -1.95
-0.17, -1.95
-0.29, -1.95
-0.41, -1.95
-0.53, -1.94
-0.65, -1.94
-0.77, -1.94
-0.89, -1.94
-1.01, -1.94
-1.13, -1.94
-1.25, -1.93
-1.37, -1.93
-1.49, -1.93
-1.61, -1.93
-1.73, -1.92
-1.85, -1.92
-1.97, -1.92
-2.09, -1.92
-2.21, -1.92
-2.33, -1.91
-2.45, -1.91
-2.57, -1.91
-2.69, -1.91
-2.81, -1.9
-2.93, -1.9
-2.96, -1.79
-2.98, -1.67
-3.0, -1.55
-3.03, -1.44
-3.05, -1.32
-3.08, -1.2
-3.1, -1.08
-3.13, -0.96
-3.15, -0.85
-3.17, -0.73
-3.2, -0.61
-3.22, -0.49
-3.25, -0.38
-3.27, -0.26
-3.29, -0.14
-3.37, -0.06
-3.48, -0.01
-3.58, 0.05
-3.69, 0.1
-3.79, 0.16
-3.9, 0.22
-4.01, 0.27
-4.11, 0.33
