-2.12, -0.18
-2.06, -0.09
-1.97, -0.02
-1.97, 0.09
-2.0, 0.21
-2.03, 0.32
-2.05, 0.44
-2.07, 0.56
-2.08, 0.68
-2.08, 0.8
-2.07, 0.92
-2.05, 1.04
-2.0, 1.15
-1.93, 1.24
-1.83, 1.31
-1.71, 1.35
-1.6, 1.4
-1.5, 1.45
-1.39, 1.49
-1.27, 1.54
-1.16, 1.59
-1.19, 1.76
-1.09, 1.82
-0.99, 1.88
-0.89, 1.95
-0.9, 2.06
-0.92, 2.18
-0.94, 2.3
-0.96, 2.42
-0.98, 2.54
-0.99, 2.66
-0.99, 2.77
-0.99, 2.9
-0.97, 3.01
-0.93, 3.13
-0.86, 3.22
-0.75, 3.27
-0.63, 3.26
-0.52, 3.29
-0.4, 3.32
-0.29, 3.35
-0.17, 3.39
-0.06, 3.42
0.06, 3.46
0.17, 3.49
0.29, 3.52
0.4, 3.56
0.52, 3.59
0.63, 3.62
0.75, 3.66
0.86, 3.69
0.98, 3.7
1.1, 3.71
1.22, 3.72
1.34, 3.73
1.46, 3.74
1.58, 3.75
1.7, 3.76
1.82, 3.78
1.94, 3.79
2.02, 3.69
2.08, 3.79
1.94, 3.6
1.85, 3.51
1.77, 3.43
1.69, 3.34
1.61, 3.25
1.52, 3.16
1.44, 3.08
-1.83, -0.45
-1.77, -0.54
-1.74, -0.65
-1.7, -0.77
-1.66, -0.88
-1.63, -1.0
-1.59, -1.11
-1.56, -1.23
-1.52, -1.34
-1.49, -1.46
-1.45, -1.57
-1.41, -1.69
-1.38, -1.8
-1.34, -1.92
-1.31, -2.03
-1.27, -2.15
-1.23, -2.26
-1.2, -2.38
-1.17, -2.49
-1.13, -2.6
-1.21, -2.68
-1.3, -2.76
-1.29, -2.86
-1.24, -2.97
-1.19, -3.08
-1.14, -3.19
-1.04, -3.22
-0.92, -3.21
-0.84, -3.26
-0.78, -3.36
-0.71, -3.46
-0.64, -3.56
-0.56, -3.65
-0.47, -3.72
-0.36, -3.78
-1.95, -0.43
-2.07, -0.4
-2.1, -0.29
