-3.88, -0.27
-3.88, -0.15
-3.88, -0.03
-3.85, 0.08
-3.76, 0.16
-3.64, 0.16
-3.52, 0.17
-3.42, 0.19
-3.43, 0.31
-3.43, 0.43
-3.44, 0.54
-3.45, 0.67
-3.45, 0.78
-3.46, 0.9
-3.46, 1.03
-3.47, 1.15
-3.41, 1.25
-3.33, 1.33
-3.24, 1.42
-3.14, 1.49
-3.05, 1.56
-2.94, 1.62
-2.84, 1.67
-2.73, 1.72
-2.61, 1.77
-2.5, 1.8
-2.39, 1.84
-2.27, 1.87
-2.15, 1.9
-2.04, 1.92
-1.92, 1.95
-1.8, 1.97
-1.68, 1.99
-1.57, 2.02
-1.45, 2.04
-1.33, 2.06
-1.21, 2.08
-1.1, 2.1
-0.98, 2.12
-0.86, 2.14
-0.74, 2.16
-0.67, 2.24
-0.63, 2.35
-0.58, 2.46
-0.54, 2.57
-0.5, 2.69
-0.46, 2.8
-0.34, 2.8
-0.31, 2.71
-0.3, 2.59
-0.3, 2.47
-0.29, 2.35
-0.26, 2.25
-0.15, 2.21
-0.04, 2.17
0.08, 2.13
0.19, 2.09
0.3, 2.05
0.41, 2.0
0.53, 1.96
0.64, 1.91
0.75, 1.86
0.86, 1.81
0.96, 1.76
1.07, 1.71
1.18, 1.65
1.28, 1.58
1.37, 1.51
1.41, 1.6
1.43, 1.72
1.44, 1.84
1.37, 1.93
1.32, 2.03
1.29, 2.15
1.3, 2.27
1.34, 2.38
1.41, 2.48
1.5, 2.56
1.61, 2.6
1.73, 2.61
1.85, 2.6
1.96, 2.57
2.07, 2.52
2.18, 2.46
2.28, 2.4
2.38, 2.34
2.49, 2.28
2.59, 2.22
2.7, 2.16
2.74, 2.24
2.77, 2.36
2.79, 2.48
2.82, 2.59
2.89, 2.65
3.0, 2.61
3.12, 2.58
3.14, 2.46
3.17, 2.34
3.2, 2.23
3.22, 2.11
3.25, 1.99
3.28, 1.88
3.31, 1.76
3.33, 1.64
3.36, 1.53
3.39, 1.41
3.41, 1.29
3.47, 1.2
3.57, 1.13
3.63, 1.03
3.66, 0.92
3.7, 0.8
3.74, 0.69
3.77, 0.57
3.81, 0.46
3.82, 0.35
3.71, 0.32
3.68, 0.21
3.67, 0.09
3.66, -0.03
3.65, -0.15
3.64, -0.27
3.63, -0.39
3.62, -0.51
3.61, -0.63
3.6, -0.75
3.59, -0.86
3.58, -0.98
3.57, -1.11
3.56, -1.23
3.55, -1.34
3.54, -1.46
3.53, -1.58
3.52, -1.7
3.51, -1.82
3.5, -1.94
3.49, -2.06
3.45, -2.16
3.36, -2.24
3.27, -2.31
3.17, -2.38
3.07, -2.46
2.98, -2.53
2.87, -2.57
2.75, -2.57
2.63, -2.58
2.51, -2.58
2.39, -2.59
2.27, -2.59
2.15, -2.6
2.03, -2.6
1.91, -2.61
1.79, -2.62
1.67, -2.62
1.55, -2.63
1.43, -2.63
1.31, -2.64
1.19, -2.64
1.07, -2.65
0.96, -2.66
0.84, -2.71
0.73, -2.76
0.62, -2.77
0.5, -2.77
0.38, -2.77
0.26, -2.77
0.14, -2.77
0.02, -2.77
-0.1, -2.77
-0.22, -2.77
-0.34, -2.77
-0.46, -2.77
-0.58, -2.77
-0.7, -2.77
-0.82, -2.77
-0.94, -2.77
-1.06, -2.77
-1.18, -2.77
-1.3, -2.77
-1.42, -2.77
-1.54, -2.77
-1.66, -2.77
-1.78, -2.77
-1.9, -2.77
-1.96, -2.68
-2.0, -2.56
-2.05, -2.45
-2.1, -2.35
-2.2, -2.28
-2.3, -2.21
-2.39, -2.14
-2.49, -2.07
-2.56, -2.02
-2.68, -2.01
-2.8, -2.01
-2.92, -2.0
-3.04, -1.99
-3.16, -1.99
-3.28, -1.98
-3.4, -1.97
-3.52, -1.96
-3.64, -1.95
-3.73, -1.91
-3.8, -1.81
-3.86, -1.71
-3.86, -1.59
-3.86, -1.47
-3.86, -1.35
-3.87, -1.23
-3.87, -1.11
-3.87, -0.99
-3.87, -0.87
-3.87, -0.75
-3.87, -0.63
-3.87, -0.51
-3.87, -0.39
