-5.23, -2.91
-5.13, -2.6
-5.04, -2.3
-4.94, -1.99
-4.84, -1.69
-4.74, -1.38
-4.65, -1.08
-4.53, -0.78
-4.32, -0.54
-4.04, -0.39
-3.8, -0.24
-3.74, 0.07
-3.67, 0.39
-3.59, 0.7
-3.5, 1.0
-3.27, 1.2
-2.96, 1.3
-2.65, 1.36
-2.52, 1.51
-2.66, 1.8
-2.79, 2.09
-2.92, 2.38
-3.05, 2.68
-2.86, 2.87
-2.54, 2.93
-2.22, 2.95
-1.91, 2.9
-1.67, 2.7
-1.44, 2.47
-1.23, 2.23
-1.02, 1.99
-0.81, 1.74
-0.57, 1.59
-0.25, 1.63
0.07, 1.65
0.39, 1.66
0.71, 1.64
1.02, 1.55
1.25, 1.34
1.49, 1.12
1.72, 0.9
1.96, 0.68
2.19, 0.46
2.5, 0.42
2.81, 0.33
3.09, 0.18
3.34, -0.02
3.58, -0.24
3.81, -0.45
4.05, -0.68
4.28, -0.9
4.51, -1.12
4.74, -1.35
4.96, -1.57
5.19, -1.8
