-3.85, 2.43
-3.81, 2.11
-3.73, 1.81
-3.57, 1.53
-3.36, 1.29
-3.12, 1.08
-2.84, 0.92
-2.55, 0.79
-2.32, 0.65
-2.33, 0.33
-2.3, 0.01
-2.24, -0.31
-2.17, -0.62
-2.17, -0.94
-2.12, -1.25
-2.07, -1.57
-2.02, -1.89
-1.97, -2.2
-2.15, -2.47
-2.16, -2.77
-1.88, -2.91
-1.56, -2.94
-1.24, -2.94
-0.92, -2.93
-0.62, -2.82
-0.44, -2.56
-0.45, -2.24
-0.45, -1.92
-0.45, -1.6
-0.17, -1.57
0.15, -1.58
0.29, -1.76
0.28, -2.08
0.29, -2.4
0.34, -2.71
0.59, -2.88
0.91, -2.9
1.23, -2.9
1.55, -2.9
1.87, -2.89
2.04, -2.65
1.92, -2.36
1.77, -2.12
1.87, -1.82
1.93, -1.51
1.97, -1.19
2.26, -1.31
2.56, -1.22
2.74, -0.96
2.84, -0.65
2.87, -0.34
2.81, -0.02
2.63, 0.21
2.48, -0.07
2.32, -0.34
2.03, -0.33
2.06, -0.02
2.06, 0.29
2.23, 0.46
2.53, 0.58
2.82, 0.73
3.08, 0.91
3.31, 1.13
3.51, 1.38
3.67, 1.66
3.77, 1.96
3.8, 2.27
3.74, 2.59
3.57, 2.86
3.27, 2.91
3.0, 2.74
2.8, 2.49
2.62, 2.23
2.39, 2.0
2.14, 1.8
1.87, 1.64
1.58, 1.51
1.27, 1.42
1.01, 1.37
0.69, 1.33
0.38, 1.32
0.06, 1.34
-0.26, 1.38
-0.58, 1.44
-0.89, 1.51
-1.19, 1.61
-1.49, 1.72
-1.78, 1.85
-2.07, 1.99
-2.35, 2.15
-2.61, 2.33
-2.84, 2.55
-3.05, 2.8
-3.3, 2.99
-3.61, 2.98
-3.81, 2.75
