-5.89, 1.68
-5.87, 1.57
-5.84, 1.45
-5.81, 1.33
-5.78, 1.21
-5.74, 1.1
-5.71, 0.99
-5.66, 0.88
-5.59, 0.78
-5.5, 0.7
-5.41, 0.62
-5.32, 0.54
-5.23, 0.46
-5.14, 0.39
-5.04, 0.31
-4.95, 0.23
-4.86, 0.15
-4.77, 0.07
-4.68, 0.0
-4.59, -0.08
-4.5, -0.16
-4.41, -0.24
-4.32, -0.32
-4.23, -0.39
-4.13, -0.47
-4.04, -0.55
-3.95, -0.63
-3.86, -0.71
-3.77, -0.79
-3.68, -0.86
-3.59, -0.94
-3.5, -1.02
-3.41, -1.1
-3.31, -1.17
-3.22, -1.25
-3.13, -1.33
-3.04, -1.41
-2.95, -1.49
-2.93, -1.6
-2.91, -1.72
-2.88, -1.83
-2.82, -1.94
-2.72, -2.0
-2.6, -2.01
-2.48, -1.98
-2.37, -1.98
-2.26, -2.03
-2.15, -2.06
-2.03, -2.1
-1.92, -2.14
-1.81, -2.18
-1.7, -2.22
-1.58, -2.26
-1.47, -2.3
-1.35, -2.33
-1.23, -2.34
-1.11, -2.34
-0.99, -2.34
-0.87, -2.32
-0.76, -2.3
-0.64, -2.27
-0.52, -2.23
-0.41, -2.19
-0.3, -2.14
-0.19, -2.09
-0.09, -2.03
0.02, -1.97
0.12, -1.91
0.22, -1.84
0.31, -1.77
0.41, -1.7
0.5, -1.62
0.59, -1.54
0.68, -1.46
0.77, -1.38
0.85, -1.29
0.94, -1.21
1.02, -1.12
1.1, -1.03
1.18, -0.94
1.24, -0.84
1.29, -0.73
1.33, -0.62
1.35, -0.5
1.36, -0.38
1.37, -0.26
1.36, -0.14
1.36, -0.02
1.35, 0.1
1.41, 0.16
1.33, 0.22
1.49, 0.08
1.58, 0.0
1.67, -0.08
1.76, -0.16
1.85, -0.24
1.94, -0.32
2.03, -0.4
2.12, -0.48
2.21, -0.56
2.3, -0.64
2.39, -0.72
2.48, -0.8
2.56, -0.88
2.66, -0.96
2.74, -1.04
2.85, -1.05
2.97, -1.03
3.08, -1.04
3.17, -1.12
3.26, -1.19
3.35, -1.27
3.44, -1.35
3.53, -1.43
3.62, -1.51
3.71, -1.59
3.8, -1.67
3.89, -1.75
3.98, -1.73
4.07, -1.66
4.16, -1.58
4.25, -1.5
4.34, -1.42
4.44, -1.34
4.53, -1.26
4.62, -1.19
4.71, -1.11
4.8, -1.03
4.89, -0.95
4.98, -0.87
5.07, -0.8
5.16, -0.72
5.26, -0.64
5.35, -0.56
5.44, -0.48
5.53, -0.4
5.61, -0.31
5.69, -0.22
5.76, -0.12
5.82, -0.02
5.86, 0.09
5.87, 0.21
5.83, 0.32
5.74, 0.4
5.63, 0.45
5.52, 0.48
5.4, 0.49
5.28, 0.5
5.16, 0.5
5.04, 0.5
4.92, 0.49
4.8, 0.48
4.68, 0.47
4.56, 0.45
4.45, 0.46
4.46, 0.57
4.46, 0.69
4.47, 0.81
4.47, 0.93
4.46, 1.05
4.36, 1.12
4.27, 1.2
4.18, 1.27
4.08, 1.35
-5.46, 2.4
-5.53, 2.3
-5.59, 2.2
-5.66, 2.09
-5.72, 1.99
-5.79, 1.89
-5.85, 1.79
